Capverdian Creole,Portuguese,English
"Segura bôs espada e arma, txá nos bei em frente!","Segure suas espadas e armas, deixe-nos ir em frente!","Hold your swords and guns, let us go forward!"
Conrad tava amá silêncio de um forma xpecial.,Conrad amava o silêncio de uma forma especial.,Conrad loved silence in a special way.
Fazê perguntá em vez de dá ordem direte.,Faça perguntas em vez de dar ordens diretas.,Ask questions instead of giving direct orders.
"Água ne fejon, ke já txegá mas um.","Água no Feijão, que Chegou Mais Um.","Água no Feijão, que Chegou Mais Um."
Um vesitá p Roma confirmá isse.,Uma visita a Roma confirmou isto.,A visit to Rome confirmed this.
"De facte, nos ê vencedor, irmãs encarregód de ses própio destin.","De fato, somos vencedoras, irmãs encarregadas de nosso próprio destino.","Indeed, we are victors, Sisters in Charge of our own destiny."
"Tud kes anjo curvá, má Iblis recusá de fazê isse.","Todos os anjos se curvaram, mas Iblis se recusou a fazer.","All the angels bowed down, but Iblis refused to do so."
"Portanto, ê Deus te coroa ses obra.","Portanto, é Deus coroando suas obras.","Therefore, it is God crowning his works."
El tem apenas até oite hora de plomanhá p resolvê kel problema.,Ele tem apenas até oito horas da manhã para resolver o problema.,He has only until eight o'clock in the morning to solve the problem.
Ê kuase tão impopular moda Chris.,É quase tão impopular como Chris.,He is almost as unpopular as Chris.
Nhá única razão p fazêl foi ke nhe Guru dzê essim.,Minha única razão para fazê-lo foi que o meu guru me disse isso.,My only reason for doing it was that my Guru told me so.
"""Lá tinha perguntá legítima sobre Jeremy.""","""Havia perguntas legítimas sobre Jeremy.""","""There were legitimate questions about Jeremy."""
"Caso contrário, nunca bô tite bei levá dezenas de milhões de psoa p comunismo.","Caso contrário, nunca levará dezenas de milhões de pessoas ao comunismo.",Otherwise you will never lead tens of millions of people to Communism.
Es ei provavelmente foi construid a partir de informação de árabe.,Estes provavelmente foram construídos a partir de informações árabes.,These were probably constructed from Arab information.
"M perguntá, te percê moda um toque de surpresa.","Eu perguntei, aparentemente com um toque de surpresa.","I asked, apparently with a touch of surprise."
"E ne dia seguinte, ê um absurdê ou bo xkecê ...","E na dia seguinte, é absurdo ou você esqueceu ...","And the next morning, it's either absurd or you've forgotten it ..."
Kes orgão te passa te exití come resultód de necessidade de otes órgão xpecífico.,Os órgãos passam a existir como resultado da necessidade de órgãos específicos.,Organs come into being as a result of the need for specific organs.
El pensa ke el te podê curá Michael através de ses sentiment.,Ele pensa que pode curar Michael através dos seus sentimentos.,He thinks he could cure Michael through his feelings.
Algoritme sem programador - ê mut simples!,Algoritmos sem programadores - é muito simples!,Algorithms without programmers - it's very simple!
Esse  versão foi colocód ne Me 163B apesar desse problema.,Esta versão foi colocada no Me 163B apesar deste problema.,This version was put into the Me 163B in spite of this problem.
Nenhum mal ou um futur dret ê fisicamente possível p el.,Nenhum mal ou bom futuro era fisicamente possível para ele.,No evil or good future was physically possible for him.
Xkecê tud ukê ke bô podê imagina sobre Batman!,Esqueça tudo o que tu podes imaginar sobre Batman!,"""Toss out everything you can imagine about Batman!"
"Em vez disse, so kes simbolo de estad ucraniano foi utilizód.","Em vez disso, apenas símbolos do estado ucraniano seriam usados.","Instead, only Ukrainian state symbols would be used."
Es te fazê uns pergunta ktê chokem.,Eles fazem perguntas que me chocam.,They ask me questions that shock me.
"Se respostá foi: ""Sim, xpecialmente ne frontera de norte!""","Sua resposta foi: ""Sim, especialmente na fronteira do norte!""","His answer was, ""Yes, especially on the northern border!"""
Alguns psoa apelal p el concedes uns criança.,Algumas pessoas apelaram-lhe para concedê-los crianças.,Some people appealed to him to grant them children.
"No tem ke ser bem sucedid ne assunt de educação nacional, e no tite bei ser.","Temos de ser bem-sucedidos nos assuntos da educação nacional, e seremos.",We have to be successful in national education affairs and we shall be.
M te contente p L.A. Woman ter side nos último album...,Estou contente por L.A. Woman ter sido o nosso último álbum ...,I'm glad that L.A. Woman was our last album...
Se bô compará isse ke Coreia do Norte - es ene dem nenhum des memória cultural.,Se você comparar isso com a Coreia do Norte - eles não tem nenhuma destas memórias culturais.,If you compare that to North Korea - they don’t have any of those cultural memories.
"M te xperá ter dód ocê um tratamente adequad, Senhorita Scott.","Eu espero ter lhe dado um serviço adequado, Senhorita Scott.","Very well, very well, I hope I’ve given you proper service, Miss Scott."
"Union Pacific fcá mas satisfête ke ses três unidade, e es ordená mas 20.","A Union Pacific ficou mais satisfeita com as suas três unidades, e ordenou mais 20.","The Union Pacific was more satisfied with their three, and ordered 20 more."
"El má Gordon, ke tava casód ne kel alturá, kmeçá um case breve.","Ela e Gordon, que estava casado na época, começaram um breve caso.","She and Gordon, who was married at the time, start a brief affair."
Isse te significa ke es ê oficialmente um sub-unidade...,Isso não significa que eles são oficialmente uma sub-unidade...,That does not mean that they are officially a sub-unit...
"Se pai respondê ne broken english, Emig?","Seu pai responde em broken english, Amigos?","His father responds in broken English, ""Friends?"
"Es lá ê bala verdader, onon?","Essas são balas verdadeiras, não são?","Those Are Real Bullets, Aren't They?"
Ukê ke no kriá era kel volatilidade emocional.,O que queríamos era aquela volatilidade emocional.,What we wanted was that emotional volatility.
"Acaz recusá, te dzê ke el ká tite bai testá Deus.","Acaz se recusa, dizendo que ele não testará Deus.","Ahaz refuses, saying he will not test God."
Bzot te matá kes muçulmane ke esse txukê frio de bzot.,Vocês matam os muçulmanos com esse porco frio de vocês.,You kill the Muslims with that cold pig of yours.
"Ne otes palavra, Dinamarca troná um pais modern, ukê ktê significa nove exigência p monarquia.","Em outras palavras, a Dinamarca tornou-se um país moderno, o que significou novas exigências sobre a monarquia.","In other words, Denmark became a modern country, which meant new demands on the monarchy."
"El ê contsid come ""mãe de xtratégia de Lisboa"", desde ke esse ê de ses principal resultód.","Ela é conhecida como a ""mãe da Estratégia de Lisboa"", uma vez que este é um dos seus principais resultados.","She is known as the ""mother of the Lisbon Strategy"" since this is one of her main outcomes."
"Isse te percê mes dramático ke kes programa te permiti, má no entante.","Isso soa mais dramático que o programa permite, no entanto.","This sounds more dramatic that the programme lets on, however."
El ká lutá ne K-1 p mas de 4 one.,Ele não lutou no K-1 por mais 4 anos.,He did not fight in K-1 for four more years.
M te conscientemente cert do fact ke ê dificil p um refugiód + mier encontrá elgum cosa.,Eu estou certamente consciente do fato de que é difícil para um refugiado + mulher encontrar alguma coisa.,I am certainly conscious of the fact that it is hard for a refugee + woman to find something.
Um bocód de kes membre de U.E. tem leis igual.,Muitos dos membros atuais da U.E. possuíam leis similares.,Many current members of the E.U. had similar laws.
Fredbear: Agora el tite escondê de nove.,Fredbear: Agora ele está se escondendo novamente.,Fredbear: Now he is hiding again.
El era contsid p TV 2 Zulu e el era um empreendiment xclusivament comercial.,Era conhecida como TV 2 Zulu e era um empreendimento exclusivamente comercial.,It was known as TV 2 Zulu and was a solely commercial venture.
Arkham: De bô irmõn,Arkham: Do seu irmão.,Arkham: From your brother.
Única alternativa p nos ê estód determinód a continuá nos luta ate fim.,A única alternativa para nós é estarmos determinados a continuar nossa luta até o fim.,The only alternative for us is to be determined to continue our fight to the end.
"No entant, kes relação Franco-Turcas positive foi mantíd.","No entanto, as relações Franco-Turcas positivas foram mantidas.","However, positive Franco-Turkish relations were maintained."
27: Kes romenos te propô negociação.,27: Os romenos propõem negociações.,27: Romanians propose negotiations.
Ne kel dia m tive pai ote vez.,Naquele dia eu tive pai novamente.,That day I had father again.
"P um cristão, kel conteúd de kel Escritura deve serví come se pressupost final ...","Para um cristão, o conteúdo da Escritura deve servir como seu pressuposto final ...","For a Christian, the content of Scripture must serve as his ultimate presupposition. ..."
Má einda essim bô te kerditá ne cada pi individualment.,Mas ainda sim você acredita em cada pi individualmente.,Yet you believe each of the pi individually.
"Se bô tite bai fazê isse, bô precisa de um Superman diferente.","Se você vai fazer isso, você precisaria de um Superman diferente.","If you were going to do that, you would need a different Superman."
Nathan dzê: No oia um necessidade. ,Nathan disse: Nós vimos uma necessidade.,Nathan said: We saw a need.
Antxê de 1948 el era apenas um visitante de invern.,Antes de 1948 era apenas um visitante de inverno.,"Prior to 1948, it was only a winter visitor."
Agora ate nhá got tem se próprio página.,Agora até o meu gato tem sua própria página.,Now even my cat has its own page.
"El kmeça te oia kel fantasma de Lucy Woods, ne volta de kel casa.","Ela começa a ver o fantasma de Lucy Woods, em torno da casa.",She starts to see the ghost of Lucy Woods around the house.
Es tem um empresa txmód WOW!,Eles têm uma empresa chamada WOW!,They have a company called WOW!
"Estabilidade, e não guerra, foi objetive de tud kes intressód.","Estabilidade, e não a guerra, foi o objetivo de ambos os interesses.","Stability, not war, was the goal of both interests."
Um lugar colorid ondê finalmente el te podê encontrá el mesm.,Um local colorido onde ela finalmente poderá se encontrar.,A colorful place where she can finally meet herself.
Es te percê ser produt de nove ou dez cultura.,Eles parecem ser os produtos de nove ou dez culturas.,They appear to be the products of nine or ten cultures.
Cream era mior ke kel lá...,O Cream era melhor que aquilo...,Cream was better than that ...
Ne se livre de 1969 Cuidado!,No seu livro de 1969 Cuidado!,In his 1969 book Beware!
"De acord ke Cowell, Five kuase kebrá EUA.","De acordo com Cowell, Five quase quebrou os EUA.","According to Cowell, Five almost broke the US."
"Ne kel temp ke m retorná p Czechoslovakia, m tinha intendiment de kes princípio de mercad.","No tempo em que retornei à Czechoslovakia, eu tinha um entendimento dos princípios do mercado.","By the time I returned to Czechoslovakia, I had an understanding of the principles of the market."
